,id,title,description
464,667309,Independent Studies,"What will I cover in this module?    This module represents an opportunity for you to exercise initiative, creative thinking, and organisational skills in the pursuit of an independent piece of work of your choosing (subject to approval on academic, safety and ethical grounds where appropriate), and is a continuation of personal skill development initiated in stages two and three. Central to the research study will be a degree of problem solving and formulation and testing of hypotheses.    How will I be assessed?  100% coursework    How many credits is it worth?  30"
465,667571,Industrial Law,"8 HEQF credits, 24 lectures.   Convener:   Course outline: Elements of the law of contract; agency; partnership; companies; and patents. Labour Law.   Lecture times: TBA   Assessment: September examination 2 hours."
466,667574,"Quality, Reliability and Maint","12 HEQF credits, 24 lectures, field work.   Convener:   Course outline: Quality, Reliability, Maintenance Planning, Preventative Maintenance, Reliability Centred Maintenance, Total Productive Maintenance, condition monitoring, problem solving, safety, systems view.   Lecture times: Monday & Wednesday 5th period.   DP requirements: A weighted average of at least 40% for all marked assignments and the class test.   Assessment: Assignments count 20%; group project report counts 15%; class test counts 15%; theory examination counts 50%."
467,667486,Contemporary Women's Writing,"MODULE DESCRIPTION    This module aims to introduce you to a multi-generic range of texts written by female authors in the last twenty years, including: novel; poetry; non-fiction; drama; short stories and auto/biography. You will examine issues, form and also interrogate the ways in which theory can help open these texts for closer, more complex scrutiny. Authors you might study include: Margaret Atwood; Jacqueline Roy; Jackie Kay; Xinran; Sarah Kane; Germaine Greer and a selection of contemporary female poets.    LEARNING OUTCOMES    On successful completion of this module, you will be able to:  1. Identify and evaluate the major formal differences in the varying genres  employed by contemporary women writers.  2. Analyse and assess how contemporary women¿s writing has become a forum for discussion concerning major issues such as sexuality, domestic violence and mental health.  3. Recognise, discuss and apply the principal arguments of contemporary feminist theory."
468,667495,Englishness and National Ident,"MODULE DESCRIPTION    This module aims to familiarise you with the idea of national identity ¿ specifically the notion of `Englishness¿ ¿ and its representation in selective literature, predominantly of the twentieth and twenty-first century. We will be looking at a variety of theoretical concepts (such as, for example, identity, belonging and cultural geographies) and at a diversity of texts addressing English national identity and its construction.    LEARNING OUTCOMES    On successful completion of this module, you will be able to:  1. Critically asses the notion of national identities and their `construction¿.  2. Discuss, interpret and analyse different texts using a selection of critical and  theoretical perspectives.  3. Research and critically discuss issues surrounding national identities in selected texts."
469,667463,Research Generic Course,Research Generic Course
470,667568,Applied Operations Engineering,"20 HEQF credits, 8 lectures. Fourth-year, first-semester course.   Convener:   Entrance requirements: Final year student.   Co-requisites: MEC4095A.   Course outline: This course takes a hands-on look at applied operations engineering and introduces a variety of optimisation strategies, from Continuous Business Improvement (CBI) to incremental steps or actual leaps. These strategies are applicable to a wide range, from procurement to engineering and sales/marketing. This course exposes the student to actual operational challenges in a factory where students will develop integrated strategies, create approaches to devise improvements and implement them. Students will gain practical experience in optimising individual process steps while bearing in mind the overall process performance.   Lecture times: TBA. No practicals.   Fieldwork: project   DP requirements: none   Assessment: Marked class test counts 30%; project report counts 70%. A subminimum of 50% each is required for the marked class test and submitted project report."
471,667553,Design III,"16 HEQF credits, 1 lecture and 1 studio per week.   Convener:   Prerequisites: MEC3050W and prerequisite/corequisite MEC2026S.   Co-requisites: Fourth year elective courses.   Objective: To facilitate the development of knowledge and skills that will allow candidates to design a conventional electro-mechanical system working in a multi-disciplinary team. The design is to be performed holistically, duly considering user needs, planning and managing the process, evaluation of alternatives, analyzing techno-economic performance and communicating the design solution.   Course outline: Holistic system design. Specific knowledge areas are the design of a complex mechanical or electro-mechanical system in a professional and effective manner, to model, simulate and, where possible, optimize the performance of the product or its subsystems by means of a computer, to design holistically duly considering technical, techno-economic and environmental issues, to apply the Design Process to plan, structure and manage the design from idea to implementation, documentation of design, oral presentation, effectively co-operate as a member of a design team, application of subject matter researched independently.   Lecture times: Monday & Wednesday 5th period.   DP requirements: completion of all required assignments and meeting the exit level outcomes such as: problem solving (ELO 1), engineering design (ELO 3), engineering methods, skills, tools including IT (ELO 5), individual, team, multi-disciplinary working (ELO 8).   Assessment: Assignments and Project Report."
472,667569,Advanced Manufacturing Nano,"8 HEQF credits, 24 lectures, 4 tutorials, 2 practicals.   Course co-ordinator(s):   Co-requisites: 4th year courses.   Objective: This course is aimed to address how the machines and processes combine with: science, information technology, microelectronics, and new organizational practices for handling the new age manufacturing challenges.   Course outline: This course introduces advanced manufacturing and nano-technology sciences that are appropriate for the manufacturing industries. The course content would include: processing of materials at nano-metric accuracies; Instrumentation and fundamental sciences used for nano-measurements; system/subsystem design for micro/nano processing; Applications of nano-technology for: material removal processes, thin films, micro-molding, meta injection molding, metal forming and measurements; Manufacturing at ultra high speeds and related CAD/CAM for achieving high productivity.   Lecture times: TBA.   DP requirements: Nil.   Assessment: Examination and year mark."
473,667819,Pensamiento ciéntífico,Pensamiento ciéntífico (ARG)
474,667751,Speaking Skills Level 3F-1,
475,667601,Intro to Political Theory,
476,667660,ICT in de Verzorging,
477,667661,Omgangskunde en ethiek,
478,667796,Computational Biomechanics,
479,667594,Human rights,Human rights
480,667548,Thermofluids II,"20 HEQF credits, 60 lectures, 4 laboratory sessions, 1 tutorial per week.   Convener: TBA.   Prerequisites: MEC2022S.   Course outline: The energy equation; The Second Law of Thermodynamics; Entropy; Laminar and Turbulent flows; Gas, Vapour and Refrigeration cycles; Incompressible flow in pipe systems; Gas Vapour mixtures; Chemical reactions; Performance of Rotodynamic Machines.   Lecture times: TBA.   Assessment: Class tests, June examination 3 hours ."
481,667560,Mechanical Vibrations,"12 HEQF credits, 36 lectures.   Convener:   Coerequisite: MAM2082F   Prerequisites: MEC3031S.   Course outline: To introduce students to the modelling of vibration in machines and structures. This will include single- and multi-degree of freedom models; analytical and numerical solution techniques; and practical applications. Course outline: Formulation of equations of motion for single- and multi-degrees of freedom by Newton¿s laws and energy methods; solution techniques for equations of motion via analytical and numerical methods; modal analysis; application of techniques to analysis and design; continuous systems (time allowing).   Lecture times: TBA.   Practical: One major practical is run, potentially over multiple sessions.   DP requirements: Attendance at all Laboratory sessions, submission of all Project and Laboratory reports.   Assessment: Laboratory report 5%, Computational Projects 15%, Class Tests 20%, 3-hour written examination 60%."
