Customer,State,Customer Lifetime Value,Response,Coverage,Education,,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
RB81636,Washington,"$2,275",No,Basic,College,1/15/11,Unemployed,F,$0,Suburban,Single,63,2,5,0,1,Personal Auto,Personal L2,Offer2,Agent,$607,Four-Door Car,Small
SX26335,Oregon,"$9,553",No,Extended,College,11-8-02,Employed,F,"$97,732",Urban,Married,79,0,70,0,2,Personal Auto,Personal L3,Offer4,Branch,$290,Four-Door Car,Medsize
AZ95587,Arizona,"$10,389",No,Extended,Bachelor,11-11-01,Employed,F,"$61,222",Urban,Single,89,20,55,0,2,Special Auto,Special L3,Offer3,Branch,$393,Four-Door Car,Small
DS81757,Oregon,"$2,470",No,Basic,College,11-9-01,Unemployed,M,$0,Suburban,Single,74,7,20,0,1,Personal Auto,Personal L1,Offer4,Web,$721,Two-Door Car,Large
OJ94107,Arizona,"$5,619",No,Premium,Master,11-4-02,Employed,M,"$50,335",Urban,Married,140,9,54,0,1,Personal Auto,Personal L2,Offer1,Call Center,$457,SUV,Medsize
LP84436,California,"$9,047",No,Extended,High School or Below,1/21/11,Unemployed,F,$0,Suburban,Single,127,30,11,0,6,Personal Auto,Personal L2,Offer3,Branch,"$1,088",Sports Car,Medsize
YV64727,Washington,"$6,692",No,Premium,High School or Below,2/16/11,Employed,M,"$63,221",Suburban,Married,168,28,49,0,1,Corporate Auto,Corporate L3,Offer3,Agent,$806,SUV,Medsize
LM19287,Oregon,"$3,732",Yes,Extended,High School or Below,2/24/11,Unemployed,F,$0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L1,Offer1,Agent,$461,Four-Door Car,Large
ZU18643,Nevada,"$3,661",No,Extended,Bachelor,1/18/11,Employed,M,"$64,495",Urban,Married,92,34,30,0,1,Corporate Auto,Corporate L2,Offer4,Web,$252,Four-Door Car,Medsize
AZ82578,California,"$7,929",No,Basic,College,1/30/11,Unemployed,F,$0,Suburban,Married,72,7,75,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,$346,Four-Door Car,Medsize
XC67861,Arizona,"$5,012",No,Basic,Bachelor,11-9-01,Employed,F,"$28,859",Suburban,Divorced,67,24,51,3,4,Corporate Auto,Corporate L2,Offer1,Call Center,$322,Two-Door Car,Medsize
YC43143,Arizona,"$7,988",No,Extended,High School or Below,11-1-02,Employed,F,"$77,330",Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Offer2,Web,$99,Four-Door Car,Medsize
EK59571,Oregon,"$3,885",Yes,Premium,College,2/28/11,Unemployed,M,$0,Suburban,Married,105,3,92,0,1,Corporate Auto,Corporate L2,Offer1,Branch,$504,Four-Door Car,Large
GD83998,Washington,"$2,659",No,Basic,Bachelor,1/31/11,Employed,M,"$24,495",Suburban,Single,70,29,65,0,1,Personal Auto,Personal L2,Offer4,Branch,$336,Four-Door Car,Small
WA25797,Washington,"$8,565",Yes,Basic,High School or Below,2/17/11,Employed,M,"$95,697",Rural,Married,107,29,29,0,9,Personal Auto,Personal L3,Offer2,Agent,$178,Sports Car,Medsize
PD27940,Arizona,"$4,885",No,Extended,High School or Below,11-12-02,Disabled,M,"$26,372",Suburban,Married,126,11,7,0,1,Personal Auto,Personal L3,Offer4,Agent,$605,SUV,Medsize
BS77946,Arizona,"$9,753",No,Extended,Bachelor,2/24/11,Medical Leave,F,"$17,514",Rural,Married,127,2,5,0,3,Personal Auto,Personal L1,Offer1,Branch,$8,SUV,Medsize
YM50253,California,"$2,946",No,Basic,Bachelor,11-1-02,Employed,F,"$89,270",Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,$317,Four-Door Car,Medsize
NR15332,California,"$2,581",No,Basic,High School or Below,11-6-02,Employed,M,"$29,757",Suburban,Married,65,13,55,0,1,Personal Auto,Personal L2,Offer2,Web,$312,Four-Door Car,Small
RC62865,Oregon,"$3,517",No,Extended,College,1/23/11,Employed,M,"$51,814",Rural,Single,92,28,89,0,1,Personal Auto,Personal L2,Offer3,Agent,$56,Four-Door Car,Medsize
CC15295,Oregon,"$9,743",No,Extended,Bachelor,1/21/11,Employed,F,"$24,028",Suburban,Married,82,14,27,0,2,Personal Auto,Personal L2,Offer2,Agent,$394,Four-Door Car,Small
KA61892,Arizona,"$3,874",Yes,Basic,College,1/20/11,Retired,M,"$28,142",Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,$702,Sports Car,Medsize
OS94884,Arizona,"$7,649",No,Basic,Bachelor,11-6-01,Employed,F,"$52,705",Rural,Married,64,14,8,1,2,Personal Auto,Personal L2,Offer1,Web,$129,Two-Door Car,Large
ND87334,California,"$2,288",No,Basic,High School or Below,2/22/11,Unemployed,M,$0,Suburban,Married,63,1,5,0,1,Corporate Auto,Corporate L3,Offer2,Agent,$679,Two-Door Car,Medsize
ML93326,Washington,"$4,475",No,Basic,College,2/27/11,Employed,F,"$84,903",Urban,Married,111,7,63,0,1,Personal Auto,Personal L1,Offer1,Agent,$497,SUV,Medsize
YL74911,California,"$8,715",Yes,Basic,College,2/21/11,Unemployed,F,$0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,$566,SUV,Medsize
JP69864,Washington,"$2,248",Yes,Basic,Bachelor,1/29/11,Retired,F,"$24,910",Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,$348,Four-Door Car,Medsize
HL53154,California,"$7,416",No,Extended,Bachelor,2/22/11,Unemployed,M,$0,Suburban,Single,77,15,12,2,2,Personal Auto,Personal L3,Offer1,Agent,$554,Four-Door Car,Medsize
RI78966,Oregon,"$7,771",No,Basic,Master,2/21/11,Medical Leave,M,"$21,876",Suburban,Married,68,12,28,0,2,Personal Auto,Personal L3,Offer1,Agent,$465,Four-Door Car,Small
IC13702,California,"$6,968",No,Basic,Bachelor,11-10-01,Unemployed,F,$0,Suburban,Single,69,33,61,1,2,Personal Auto,Personal L3,Offer1,Agent,$497,Four-Door Car,Small
BE10809,California,"$4,250",Yes,Basic,High School or Below,1/18/11,Unemployed,F,$0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L1,Offer1,Agent,$293,Four-Door Car,Small
HT87217,Oregon,"$19,777",No,Extended,High School or Below,1/16/11,Employed,F,"$70,699",Urban,Divorced,82,1,57,0,2,Personal Auto,Personal L2,Offer3,Agent,$257,Four-Door Car,Medsize
TH95618,California,"$21,343",No,Basic,High School or Below,11-6-01,Unemployed,F,$0,Suburban,Married,74,11,85,1,2,Personal Auto,Personal L2,Offer1,Agent,$355,Four-Door Car,Medsize
TS19868,California,"$2,413",No,Basic,College,1/27/11,Medical Leave,M,"$27,501",Suburban,Married,63,20,0,0,1,Personal Auto,Personal L1,Offer4,Branch,$542,Four-Door Car,Medsize
LP45550,Oregon,"$15,364",No,Premium,Doctor,1/15/11,Disabled,F,"$15,897",Urban,Divorced,101,30,99,0,2,Personal Auto,Personal L3,Offer2,Agent,$303,Four-Door Car,Medsize
QR87004,Nevada,"$8,457",No,Basic,College,11-9-01,Employed,F,"$25,141",Rural,Divorced,73,12,4,1,2,Personal Auto,Personal L3,Offer3,Agent,$25,Four-Door Car,Medsize
OE75747,Nevada,"$2,190",No,Basic,College,1/28/11,Unemployed,F,$0,Suburban,Married,61,5,46,3,1,Personal Auto,Personal L2,Offer3,Agent,$293,Four-Door Car,Small
DX91392,California,"$5,780",Yes,Basic,High School or Below,2/26/11,Employed,M,"$51,066",Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,$788,Four-Door Car,Medsize
AB72731,California,"$4,640",No,Basic,Bachelor,11-4-01,Employed,F,"$28,358",Rural,Married,117,24,37,0,1,Personal Auto,Personal L2,Offer2,Call Center,$84,Sports Car,Medsize
RU49126,Washington,"$4,465",No,Basic,College,11-1-02,Employed,F,"$61,846",Rural,Married,112,1,48,0,1,Personal Auto,Personal L2,Offer2,Agent,$216,SUV,Medsize
IS12901,Arizona,"$5,968",No,Basic,Bachelor,1/27/11,Employed,F,"$90,972",Urban,Married,74,3,47,0,8,Personal Auto,Personal L3,Offer2,Call Center,$233,Two-Door Car,Medsize
IX37561,Washington,"$5,098",No,Basic,College,2/14/11,Unemployed,F,$0,Suburban,Single,74,3,95,0,7,Personal Auto,Personal L3,Offer3,Web,$533,Two-Door Car,Medsize
HH90090,California,"$4,077",No,Basic,Bachelor,1/23/11,Employed,F,"$29,549",Suburban,Divorced,104,17,51,0,1,Personal Auto,Personal L2,Offer2,Call Center,$710,Sports Car,Small
IU25463,California,"$12,253",No,Premium,Bachelor,2/18/11,Unemployed,F,$0,Suburban,Married,115,12,17,1,2,Personal Auto,Personal L2,Offer1,Agent,$552,Four-Door Car,Medsize
KC11055,Nevada,"$16,936",No,Extended,Bachelor,1/24/11,Employed,F,"$39,411",Suburban,Married,217,4,29,2,4,Personal Auto,Personal L3,Offer3,Branch,"$1,123",Luxury Car,Medsize
PD33979,Oregon,"$4,892",No,Basic,High School or Below,2/18/11,Employed,M,"$21,709",Suburban,Married,62,28,17,0,3,Personal Auto,Personal L2,Offer2,Branch,$408,Four-Door Car,Large
NK71023,Nevada,"$9,942",No,Extended,Bachelor,1/19/11,Employed,M,"$67,890",Suburban,Single,85,23,57,0,2,Personal Auto,Personal L2,Offer4,Agent,$408,Four-Door Car,Small
AB13432,California,"$3,736",No,Basic,Bachelor,11-4-01,Unemployed,M,$0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,$792,SUV,Medsize
OZ97704,California,"$13,118",No,Basic,High School or Below,11-7-02,Employed,F,"$84,311",Suburban,Single,111,11,98,4,2,Personal Auto,Personal L3,Offer3,Call Center,$533,SUV,Small
UF46533,California,"$4,575",No,Basic,College,1/30/11,Employed,F,"$99,316",Suburban,Single,114,26,53,0,1,Corporate Auto,Corporate L3,Offer2,Branch,$754,SUV,Medsize
XP47431,Arizona,"$5,470",Yes,Extended,Bachelor,2/17/11,Employed,F,"$54,507",Suburban,Married,138,20,11,0,1,Personal Auto,Personal L1,Offer2,Agent,$703,SUV,Medsize
GK73582,California,"$2,979",No,Extended,Bachelor,1/13/11,Employed,F,"$64,586",Urban,Single,76,3,17,0,1,Personal Auto,Personal L1,Offer3,Branch,$207,Four-Door Car,Medsize
RV98763,Oregon,"$6,411",No,Extended,College,11-8-02,Employed,M,"$61,709",Urban,Married,82,5,41,2,7,Personal Auto,Personal L3,Offer3,Branch,$275,Four-Door Car,Medsize
II62831,California,"$4,479",No,Basic,Master,1/29/11,Employed,M,"$94,656",Urban,Married,111,12,79,1,1,Special Auto,Special L2,Offer4,Web,$460,SUV,Medsize
XK33449,California,"$2,384",No,Basic,High School or Below,11-5-02,Unemployed,F,$0,Suburban,Single,69,5,40,0,1,Special Auto,Special L3,Offer4,Branch,$497,Two-Door Car,Small
TR85083,California,"$2,764",No,Basic,Bachelor,1/20/11,Employed,M,"$61,085",Suburban,Married,70,27,34,1,1,Personal Auto,Personal L3,Offer2,Branch,$336,Two-Door Car,Medsize
EO95328,Oregon,"$7,920",No,Basic,Bachelor,1/27/11,Employed,F,"$89,284",Suburban,Married,67,7,31,3,2,Personal Auto,Personal L2,Offer4,Agent,$322,Two-Door Car,Small
EN21086,Arizona,"$6,889",No,Basic,High School or Below,11-9-01,Unemployed,F,$0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Offer1,Branch,$302,Four-Door Car,Small
YL83902,Washington,"$3,274",No,Extended,Bachelor,11-11-01,Employed,F,"$31,686",Suburban,Married,81,11,33,0,1,Personal Auto,Personal L3,Offer1,Agent,$431,Four-Door Car,Small
AZ62651,Oregon,"$9,952",No,Premium,High School or Below,2/17/11,Employed,M,"$56,855",Suburban,Single,255,12,1,0,1,Corporate Auto,Corporate L3,Offer4,Web,"$1,836",Luxury SUV,Medsize
ZW25874,Oregon,"$2,522",No,Basic,Bachelor,2/16/11,Employed,M,"$53,703",Rural,Single,67,3,45,2,1,Special Auto,Special L3,Offer1,Branch,$68,Four-Door Car,Medsize
EH41854,Washington,"$23,706",No,Extended,High School or Below,11-10-02,Unemployed,F,$0,Suburban,Single,96,12,35,1,2,Personal Auto,Personal L1,Offer3,Branch,$844,Two-Door Car,Medsize
MW70227,California,"$6,047",Yes,Extended,College,2/19/11,Employed,M,"$20,396",Suburban,Married,76,15,60,1,4,Personal Auto,Personal L1,Offer1,Branch,$365,Four-Door Car,Medsize
SL22297,California,"$11,140",No,Premium,Master,1/21/11,Disabled,F,"$27,679",Suburban,Single,150,30,28,0,3,Personal Auto,Personal L1,Offer1,Call Center,$722,SUV,Medsize
RV14138,Nevada,"$4,334",Yes,Extended,Bachelor,2/27/11,Retired,F,"$23,904",Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,$590,SUV,Medsize
UO62808,Arizona,"$2,800",No,Basic,High School or Below,11-4-02,Employed,F,"$65,351",Suburban,Married,69,4,54,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,$481,Four-Door Car,Medsize
ZX64745,California,"$7,923",No,Basic,College,1/18/11,Unemployed,M,$0,Suburban,Single,113,20,1,0,7,Personal Auto,Personal L2,Offer1,Agent,"$1,124",SUV,Medsize
FL34139,California,"$3,688",No,Basic,High School or Below,11-3-02,Unemployed,M,$0,Suburban,Single,63,0,54,3,7,Personal Auto,Personal L2,Offer1,Call Center,$670,Four-Door Car,Medsize
TS11219,California,"$12,067",No,Basic,College,11-2-01,Unemployed,M,$0,Suburban,Single,116,14,35,0,2,Personal Auto,Personal L2,Offer1,Agent,"$1,284",SUV,Medsize
XX12304,California,"$2,925",No,Basic,College,11-9-01,Employed,F,"$64,459",Urban,Married,72,16,64,0,1,Personal Auto,Personal L1,Offer2,Branch,$240,Four-Door Car,Medsize
SD64087,California,"$15,014",No,Premium,College,1/19/11,Employed,M,"$32,961",Suburban,Married,190,13,53,0,3,Corporate Auto,Corporate L2,Offer1,Branch,$912,SUV,Small
OY38576,Oregon,"$9,277",No,Basic,High School or Below,11-11-01,Employed,F,"$71,416",Suburban,Divorced,116,10,0,0,3,Corporate Auto,Corporate L3,Offer2,Agent,$557,SUV,Medsize
BG76355,Washington,"$6,274",No,Extended,Bachelor,1/31/11,Employed,F,"$68,964",Rural,Married,78,15,6,0,3,Personal Auto,Personal L3,Offer3,Web,$115,Four-Door Car,Medsize
IP66913,California,"$3,887",No,Extended,High School or Below,11-11-01,Employed,M,"$78,108",Suburban,Single,98,12,34,0,1,Personal Auto,Personal L3,Offer2,Agent,$470,Two-Door Car,Small
LE95702,California,"$4,386",Yes,Basic,College,11-11-02,Retired,M,"$10,621",Suburban,Single,67,28,22,0,5,Special Auto,Special L3,Offer1,Agent,$322,Four-Door Car,Medsize
KX54357,Washington,"$11,365",No,Extended,College,1/22/11,Employed,M,"$84,910",Urban,Married,95,4,69,0,2,Corporate Auto,Corporate L3,Offer2,Web,$383,Two-Door Car,Small
EZ78112,California,"$5,611",No,Basic,High School or Below,2/24/11,Employed,F,"$77,493",Urban,Single,70,2,35,0,3,Special Auto,Special L3,Offer1,Agent,$308,Four-Door Car,Medsize
XN16891,Arizona,"$2,913",No,Basic,College,2/28/11,Employed,M,"$81,097",Suburban,Divorced,74,7,67,0,1,Personal Auto,Personal L1,Offer4,Agent,$355,Four-Door Car,Small
XK31350,Oregon,"$6,916",No,Extended,College,1/25/11,Employed,F,"$96,610",Suburban,Married,85,6,23,0,3,Corporate Auto,Corporate L1,Offer4,Call Center,$520,Four-Door Car,Large
CC30924,Oregon,"$6,263",No,Premium,College,2/26/11,Employed,M,"$30,110",Urban,Married,159,20,71,0,1,Corporate Auto,Corporate L3,Offer4,Agent,$466,Sports Car,Small
IT78748,Oregon,"$6,503",Yes,Extended,High School or Below,2/19/11,Disabled,F,"$22,081",Suburban,Married,84,1,9,0,6,Special Auto,Special L3,Offer1,Agent,$452,Two-Door Car,Small
KY33386,Washington,"$8,007",Yes,Basic,High School or Below,11-2-01,Unemployed,F,$0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,$538,Sports Car,Medsize
CO44221,California,"$2,930",No,Basic,College,11-2-01,Employed,M,"$98,473",Suburban,Married,72,19,69,0,1,Personal Auto,Personal L1,Offer2,Branch,$346,Four-Door Car,Medsize
LK60013,Oregon,"$5,970",No,Basic,Bachelor,1/26/11,Employed,F,"$97,431",Suburban,Married,74,1,72,0,3,Personal Auto,Personal L2,Offer3,Branch,$355,Four-Door Car,Medsize
DE21533,California,"$5,473",No,Basic,Bachelor,11-2-02,Employed,M,"$93,870",Suburban,Divorced,69,1,96,0,8,Personal Auto,Personal L2,Offer1,Call Center,$331,Four-Door Car,Medsize
YS94121,Nevada,"$5,645",No,Basic,High School or Below,2/27/11,Employed,M,"$50,366",Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Offer1,Call Center,$429,Four-Door Car,Small
UK68427,Washington,"$6,369",Yes,Extended,High School or Below,1/20/11,Employed,M,"$34,498",Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,$398,Two-Door Car,Small
TE49565,Oregon,"$11,834",No,Basic,College,1/17/11,Disabled,F,"$16,552",Suburban,Married,103,23,53,0,2,Personal Auto,Personal L3,Offer2,Call Center,$494,SUV,Small
RA88421,Oregon,"$6,121",No,Extended,College,1/17/11,Employed,F,"$26,787",Suburban,Married,77,7,50,0,5,Personal Auto,Personal L3,Offer3,Branch,$370,Four-Door Car,Medsize
KQ51983,Nevada,"$5,159",No,Basic,College,2/24/11,Unemployed,M,$0,Suburban,Single,74,2,42,0,9,Personal Auto,Personal L1,Offer1,Branch,$832,Two-Door Car,Medsize
CD88896,Nevada,"$2,515",Yes,Basic,High School or Below,2/14/11,Employed,F,"$43,860",Rural,Single,65,15,58,0,1,Corporate Auto,Corporate L3,Offer2,Agent,$156,Four-Door Car,Medsize
YV22553,Arizona,"$8,669",No,Basic,High School or Below,2/20/11,Employed,M,"$21,474",Urban,Married,114,13,72,2,9,Corporate Auto,Corporate L3,Offer1,Agent,$373,SUV,Small
WU14435,California,"$4,961",No,Basic,Bachelor,2/19/11,Disabled,M,"$18,174",Suburban,Married,66,8,16,0,9,Corporate Auto,Corporate L1,Offer1,Agent,$396,Four-Door Car,Small
XV84099,Arizona,"$5,504",Yes,Basic,Bachelor,11-8-02,Unemployed,F,$0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L1,Offer1,Call Center,$350,Four-Door Car,Medsize
RI24911,Arizona,"$7,507",Yes,Basic,College,11-6-02,Employed,M,"$60,920",Urban,Single,64,10,61,0,2,Personal Auto,Personal L3,Offer2,Agent,$231,Two-Door Car,Medsize
KO26461,Arizona,"$32,270",No,Extended,High School or Below,2/27/11,Employed,M,"$41,520",Urban,Married,90,18,70,0,2,Personal Auto,Personal L2,Offer1,Agent,$290,Four-Door Car,Medsize
HI14283,Oregon,"$5,657",No,Premium,Bachelor,11-1-02,Unemployed,F,$0,Suburban,Married,152,12,89,0,1,Personal Auto,Personal L3,Offer1,Web,$730,SUV,Small
PT50227,Arizona,"$5,062",No,Basic,High School or Below,2/23/11,Unemployed,M,$0,Suburban,Married,68,19,16,0,8,Personal Auto,Personal L3,Offer3,Call Center,$326,Two-Door Car,Medsize
BH36570,California,"$5,913",No,Basic,Bachelor,11-11-01,Employed,M,"$72,208",Suburban,Married,73,3,84,0,8,Personal Auto,Personal L3,Offer1,Branch,$350,Two-Door Car,Small
TX17484,California,"$15,182",No,Basic,Bachelor,11-10-02,Employed,F,"$53,863",Rural,Married,63,12,30,0,2,Personal Auto,Personal L2,Offer1,Web,$106,Four-Door Car,Large
CT41158,Washington,"$10,747",No,Extended,College,2/25/11,Employed,M,"$66,446",Urban,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Offer2,Branch,$639,SUV,Large
AO87348,Washington,"$2,051",No,Basic,College,2/16/11,Unemployed,M,$0,Suburban,Single,61,18,26,0,1,Personal Auto,Personal L3,Offer2,Agent,$293,Four-Door Car,Small
DE55857,Washington,"$2,465",No,Basic,Bachelor,1/30/11,Employed,F,"$64,997",Suburban,Single,63,7,99,1,1,Personal Auto,Personal L3,Offer2,Agent,$383,Four-Door Car,Small
LF66923,Nevada,"$5,343",No,Basic,High School or Below,11-11-02,Employed,F,"$64,460",Suburban,Married,66,18,42,0,3,Corporate Auto,Corporate L3,Offer2,Agent,$317,Two-Door Car,Small
CN24514,Arizona,"$8,120",No,Basic,College,1/14/11,Employed,F,"$46,618",Rural,Married,67,22,77,0,2,Personal Auto,Personal L1,Offer3,Agent,$99,Four-Door Car,Large
UW32074,Oregon,"$4,605",No,Basic,College,2/14/11,Unemployed,F,$0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,$307,Four-Door Car,Small
HP36979,California,"$6,409",No,Extended,College,11-3-02,Employed,M,"$49,988",Suburban,Married,84,6,37,5,5,Personal Auto,Personal L2,Offer2,Web,$567,Two-Door Car,Large
PP40919,California,"$2,377",No,Extended,College,1/31/11,Unemployed,F,$0,Suburban,Single,91,2,8,5,1,Personal Auto,Personal L1,Offer1,Agent,$437,Two-Door Car,Medsize
RO73268,California,"$3,211",No,Extended,Bachelor,2/15/11,Disabled,M,"$16,269",Suburban,Divorced,86,6,84,0,1,Corporate Auto,Corporate L2,Offer3,Agent,$413,Two-Door Car,Medsize
HO61691,Arizona,"$5,095",No,Basic,Bachelor,2/27/11,Employed,F,"$72,006",Suburban,Divorced,64,4,38,0,3,Personal Auto,Personal L1,Offer4,Agent,$307,Four-Door Car,Medsize
BS13062,Arizona,"$25,755",No,Extended,High School or Below,1/21/11,Unemployed,F,$0,Suburban,Married,81,3,60,2,2,Personal Auto,Personal L2,Offer4,Call Center,$389,Four-Door Car,Small
FO35655,Oregon,"$8,672",No,Extended,Bachelor,1/14/11,Unemployed,M,$0,Suburban,Single,245,34,83,0,1,Corporate Auto,Corporate L3,Offer1,Branch,"$2,345",Luxury SUV,Medsize
HR10526,California,"$8,045",No,Basic,Master,1/25/11,Employed,M,"$44,320",Suburban,Married,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,$322,Four-Door Car,Medsize
IA63417,Arizona,"$4,002",No,Premium,High School or Below,11-2-02,Retired,F,"$19,782",Suburban,Divorced,108,13,66,0,1,Personal Auto,Personal L3,Offer3,Web,$773,Two-Door Car,Medsize
BH35016,Nevada,"$16,706",No,Basic,Bachelor,11-9-02,Employed,F,"$63,933",Suburban,Divorced,70,35,98,0,2,Personal Auto,Personal L3,Offer1,Call Center,$425,Two-Door Car,Medsize
PK52952,Arizona,"$8,544",No,Basic,Doctor,2/28/11,Employed,M,"$28,224",Suburban,Single,109,13,13,0,8,Personal Auto,Personal L3,Offer1,Call Center,$523,SUV,Medsize
OD76309,Washington,"$7,805",Yes,Basic,College,1/27/11,Retired,F,"$21,073",Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L3,Offer1,Agent,$509,SUV,Small
IL28481,Oregon,"$6,113",No,Extended,Bachelor,2/19/11,Employed,M,"$63,243",Urban,Married,77,21,73,0,3,Personal Auto,Personal L3,Offer4,Call Center,$364,Four-Door Car,Large
GY55092,Nevada,"$4,773",Yes,Extended,High School or Below,2/18/11,Retired,M,"$20,993",Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,$638,SUV,Medsize
UF33451,Oregon,"$10,979",No,Extended,Bachelor,2/14/11,Employed,F,"$94,827",Urban,Married,135,5,64,0,4,Personal Auto,Personal L3,Offer1,Agent,$355,SUV,Medsize
CF15558,California,"$5,004",No,Basic,Master,1/30/11,Employed,F,"$39,161",Urban,Married,63,18,83,1,4,Personal Auto,Personal L3,Offer2,Call Center,$284,Two-Door Car,Small
JM62924,Washington,"$13,223",No,Extended,Bachelor,11-9-02,Employed,M,"$37,534",Suburban,Married,84,2,0,2,2,Personal Auto,Personal L3,Offer3,Branch,$403,Four-Door Car,Medsize
EM66435,Oregon,"$2,623",No,Basic,Bachelor,11-6-02,Employed,F,"$80,210",Rural,Divorced,65,30,28,0,1,Corporate Auto,Corporate L3,Offer1,Agent,$21,Four-Door Car,Medsize
QX45933,California,"$17,840",No,Basic,Bachelor,2/23/11,Unemployed,M,$0,Suburban,Married,62,32,59,0,2,Personal Auto,Personal L1,Offer1,Agent,$385,Four-Door Car,Small
JI71369,California,"$5,106",No,Basic,College,2/22/11,Employed,F,"$30,110",Rural,Married,64,2,4,0,5,Personal Auto,Personal L1,Offer1,Web,$140,Four-Door Car,Medsize
JU93290,Arizona,"$17,931",No,Basic,College,1/16/11,Medical Leave,F,"$21,708",Suburban,Divorced,68,28,77,0,2,Personal Auto,Personal L2,Offer1,Web,$326,Four-Door Car,Medsize
GU66096,Arizona,"$5,457",No,Basic,High School or Below,11-2-02,Employed,M,"$94,731",Suburban,Married,67,23,65,0,4,Personal Auto,Personal L2,Offer2,Agent,$322,Four-Door Car,Medsize
